Dataset_sequence_ID,Data.entry,Cave.data.series,Biogeographical.realm,Continent,Biome classification,Country.record,Cave.site,Lattitude,Longitude,Species.name,Record.source,URL
Dataset_2_1460,BC 1461,S 039,Palearctic,Europe,TBMF,United Kingdom,Reed's Cave,50.4,-3.7,Rhinolophus ferrumequinum,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1461,BC 1462,S 039,Palearctic,Europe,TBMF,United Kingdom,Rift Cave,50.4,-3.7,Rhinolophus ferrumequinum,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1462,BC 1463,S 039,Palearctic,Europe,TBMF,United Kingdom,Rock House Cave,50.4,-3.7,Rhinolophus ferrumequinum,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1463,BC 1464,S 039,Palearctic,Europe,TBMF,United Kingdom,Rock House Cave,50.4,-3.7,Barbastella barbastellus,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1464,BC 1465,S 039,Palearctic,Europe,TBMF,United Kingdom,Reed's Cave,50.4,-3.7,Rhinolophus hipposideros,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1465,BC 1466,S 039,Palearctic,Europe,TBMF,United Kingdom,Rift Cave,50.4,-3.7,Rhinolophus hipposideros,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1466,BC 1467,S 039,Palearctic,Europe,TBMF,United Kingdom,Rock House Cave,50.4,-3.7,Rhinolophus hipposideros,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1467,BC 1468,S 039,Palearctic,Europe,TBMF,United Kingdom,"Pixies Hole, Chudleigh",50.6,-3.6,Plecotus auritus,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1468,BC 1469,S 039,Palearctic,Europe,TBMF,United Kingdom,Boulton's Rift,50.6,-3.6,Rhinolophus ferrumequinum,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1469,BC 1470,S 039,Palearctic,Europe,TBMF,United Kingdom,Boulton's Rift,50.6,-3.6,Myotis nattereri,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1470,BC 1471,S 039,Palearctic,Europe,TBMF,United Kingdom,"Pixies Hole, Chudleigh",50.6,-3.6,Rhinolophus ferrumequinum,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1471,BC 1472,S 039,Palearctic,Europe,TBMF,United Kingdom,"Pixies Hole, Chudleigh",50.6,-3.6,Myotis daubentonii,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1472,BC 1473,S 039,Palearctic,Europe,TBMF,United Kingdom,"Pixies Hole, Chudleigh",50.6,-3.6,Myotis nattereri,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1473,BC 1474,S 039,Palearctic,Europe,TBMF,United Kingdom,Boulton's Rift,50.6,-3.6,Rhinolophus hipposideros,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1474,BC 1475,S 039,Palearctic,Europe,TBMF,United Kingdom,"Pixies Hole, Chudleigh",50.6,-3.6,Rhinolophus hipposideros,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1475,BC 1476,S 039,Palearctic,Europe,TBMF,United Kingdom,"Corbridge Cave, Berry head",50.4,-3.4,Rhinolophus ferrumequinum,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1476,BC 1477,S 039,Palearctic,Europe,TBMF,United Kingdom,Hole in the Wall 1,50.4,-3.4,Rhinolophus ferrumequinum,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1477,BC 1478,S 039,Palearctic,Europe,TBMF,United Kingdom,"The Cavern, Berry Head",50.4,-3.4,Rhinolophus ferrumequinum,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1478,BC 1479,S 039,Palearctic,Europe,TBMF,United Kingdom,Mynydd Llangatwg,51.8,-3.1,Plecotus auritus,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1479,BC 1480,S 039,Palearctic,Europe,TBMF,United Kingdom,Mynydd Llangatwg,51.8,-3.1,Rhinolophus ferrumequinum,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1480,BC 1481,S 039,Palearctic,Europe,TBMF,United Kingdom,Mynydd Llangatwg,51.8,-3.1,Myotis daubentonii,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1481,BC 1482,S 039,Palearctic,Europe,TBMF,United Kingdom,Mynydd Llangatwg,51.8,-3.1,Myotis nattereri,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1482,BC 1483,S 039,Palearctic,Europe,TBMF,United Kingdom,Mynydd Llangatwg,51.8,-3.1,Rhinolophus hipposideros,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1483,BC 1484,S 039,Palearctic,Europe,TBMF,United Kingdom,Foxwood,51.8,-3,Rhinolophus hipposideros,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1484,BC 1485,S 039,Palearctic,Europe,TBMF,United Kingdom,Gough's Old Cave,51.2,-2.7,Rhinolophus ferrumequinum,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1485,BC 1486,S 039,Palearctic,Europe,TBMF,United Kingdom,Canyon,51.2,-2.7,Rhinolophus ferrumequinum,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1486,BC 1487,S 039,Palearctic,Europe,TBMF,United Kingdom,White Spot,51.2,-2.7,Rhinolophus ferrumequinum,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1487,BC 1488,S 039,Palearctic,Europe,TBMF,United Kingdom,Canyon Cave,51.2,-2.7,Rhinolophus ferrumequinum,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1488,BC 1489,S 039,Palearctic,Europe,TBMF,United Kingdom,Gough's Old Cave,51.2,-2.7,Rhinolophus ferrumequinum,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1489,BC 1490,S 039,Palearctic,Europe,TBMF,United Kingdom,Long Hole,51.2,-2.7,Rhinolophus ferrumequinum,"Park, K. J., Jones, G., & Ransome, R. D. (1999). Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum). Journal of Zoology, 248(4), 419-427.",https://www.cambridge.org/core/journals/journal-of-zoology/article/winter-activity-of-a-population-of-greater-horseshoe-bats-rhinolophus-ferrumequinum/5B051D3DB78B5A27F11E6FDBD90C5520
Dataset_2_1490,BC 1491,S 040,Palearctic,Europe,TBMF,United Kingdom,The Ryedale Windy Pits,54.20761,-0.83423,Plecotus auritus,"Rivers, N. M., Butlin, R. K., & Altringham, J. D. (2006). Autumn swarming behaviour of Natterer’s bats in the UK: population size, catchment area and dispersal. Biological conservation, 127(2), 215-226.",https://www.sciencedirect.com/science/article/pii/S0006320705003204
Dataset_2_1491,BC 1492,S 040,Palearctic,Europe,TBMF,United Kingdom,The Ryedale Windy Pits,54.20761,-0.83423,Myotis nattereri,"Rivers, N. M., Butlin, R. K., & Altringham, J. D. (2006). Autumn swarming behaviour of Natterer’s bats in the UK: population size, catchment area and dispersal. Biological conservation, 127(2), 215-226.",https://www.sciencedirect.com/science/article/pii/S0006320705003204
Dataset_2_1492,BC 1493,S 040,Palearctic,Europe,TBMF,United Kingdom,The Ryedale Windy Pits,54.20761,-0.83423,Myotis daubentonii,"Rivers, N. M., Butlin, R. K., & Altringham, J. D. (2006). Autumn swarming behaviour of Natterer’s bats in the UK: population size, catchment area and dispersal. Biological conservation, 127(2), 215-226.",https://www.sciencedirect.com/science/article/pii/S0006320705003204
Dataset_2_1493,BC 1494,S 040,Palearctic,Europe,TBMF,United Kingdom,The Ryedale Windy Pits,54.20761,-0.83423,Myotis mystacinus,"Rivers, N. M., Butlin, R. K., & Altringham, J. D. (2006). Autumn swarming behaviour of Natterer’s bats in the UK: population size, catchment area and dispersal. Biological conservation, 127(2), 215-226.",https://www.sciencedirect.com/science/article/pii/S0006320705003204
Dataset_2_1494,BC 1495,S 040,Palearctic,Europe,TBMF,United Kingdom,The Ryedale Windy Pits,54.20761,-0.83423,Myotis brandtii,"Rivers, N. M., Butlin, R. K., & Altringham, J. D. (2006). Autumn swarming behaviour of Natterer’s bats in the UK: population size, catchment area and dispersal. Biological conservation, 127(2), 215-226.",https://www.sciencedirect.com/science/article/pii/S0006320705003204
Dataset_2_1495,BC 1496,S 040,Palearctic,Europe,TBMF,United Kingdom,The Ryedale Windy Pits,54.20761,-0.83423,Pipistrellus pipistrellus,"Rivers, N. M., Butlin, R. K., & Altringham, J. D. (2006). Autumn swarming behaviour of Natterer’s bats in the UK: population size, catchment area and dispersal. Biological conservation, 127(2), 215-226.",https://www.sciencedirect.com/science/article/pii/S0006320705003204
Dataset_2_1496,BC 1497,S 041,Palearctic,Europe,TCF,Romania,Muielier Cave,45.16667,23.76667,Rhinolophus ferrumequinum,"Dragu, A. (2009). Species structure of the bat community hibernating in Muierilor Cave (Southern Carpathians, Romania). North-Western Journal of Zoology, 5(2), 281-289.",http://deneverek.adatbank.ro/cikkek/Dragu_2009.pdf
Dataset_2_1497,BC 1498,S 041,Palearctic,Europe,TCF,Romania,Muielier Cave,45.16667,23.76667,Myotis myotis,"Dragu, A. (2009). Species structure of the bat community hibernating in Muierilor Cave (Southern Carpathians, Romania). North-Western Journal of Zoology, 5(2), 281-289.",http://deneverek.adatbank.ro/cikkek/Dragu_2009.pdf
Dataset_2_1498,BC 1499,S 041,Palearctic,Europe,TCF,Romania,Muielier Cave,45.16667,23.76667,Myotis emarginatus,"Dragu, A. (2009). Species structure of the bat community hibernating in Muierilor Cave (Southern Carpathians, Romania). North-Western Journal of Zoology, 5(2), 281-289.",http://deneverek.adatbank.ro/cikkek/Dragu_2009.pdf
Dataset_2_1499,BC 1500,S 041,Palearctic,Europe,TCF,Romania,Muielier Cave,45.16667,23.76667,Myotis daubentonii,"Dragu, A. (2009). Species structure of the bat community hibernating in Muierilor Cave (Southern Carpathians, Romania). North-Western Journal of Zoology, 5(2), 281-289.",http://deneverek.adatbank.ro/cikkek/Dragu_2009.pdf
